,name,price,valid_until
331,LECHE POLV SVELTY OVE+ DESCR 390g,23950,2024-02-23T23:05:21Z
332,Atún Zenú Lomo en Aceite de Girasol 160 G,7650,2024-02-23T23:06:12Z
333,Salsa Fruco Mayonesa Doypack 380 G,8450,2024-02-23T23:06:12Z
334,Harina de Maíz Dulce Pan 1 Kg,8650,2024-02-23T23:06:12Z
335,Frijol Olimpica Bola 1 Kg,17100,2024-02-23T23:02:42Z
336,Aceite Canola Olimpica 900 ML,18990,2024-02-23T23:18:13Z
337,Pasta Penne Rigate Conzazoni 500 G,8600,2024-02-23T23:18:13Z
338,Atún Van Camps Aceite de Oliva 160 G,9800,2024-02-23T23:18:13Z
339,Salsa Barilla Para Pasta Napolitana 400 G,16990,2024-02-23T23:18:13Z
340,Cereal Fitness Original 570 G,28000,2024-02-23T23:15:35Z
341,Caldo Gallina Maggi Desmenuzado 108 G + Gratis X2 Sobres,6090,2024-02-23T23:16:44Z
342,Arroz Flor Huila 1 Kg,4400,2024-02-23T23:15:48Z
343,Galleta Oreo Original 648 G,15910,2024-02-23T23:18:13Z
344,Arroz Sabrosón 1 Kg,4400,2024-02-23T23:15:52Z
345,Galleta Saltinas Original 530 G X5 Unds Oferta,7650,2024-02-23T23:15:23Z
346,Sopa Instantánea Ajinomen Fideo Pollo 80 G,2900,2024-02-23T23:18:13Z
347,Pasta Monticello Penne Rigate 500 G,8190,2024-02-23T23:18:13Z
348,Aceite Canola Olimpica 900 ML,18990,2024-02-23T23:18:13Z
349,Pasta Penne Rigate Conzazoni 500 G,8600,2024-02-23T23:18:13Z
350,Atún Van Camps Aceite de Oliva 160 G,9800,2024-02-23T23:18:13Z
351,Salsa Barilla Para Pasta Napolitana 400 G,16990,2024-02-23T23:18:13Z
352,Cereal Fitness Original 570 G,28000,2024-02-23T23:15:35Z
353,Caldo Gallina Maggi Desmenuzado 108 G + Gratis X2 Sobres,6090,2024-02-23T23:16:44Z
354,Arroz Flor Huila 1 Kg,4400,2024-02-23T23:15:48Z
355,Galleta Oreo Original 648 G,15910,2024-02-23T23:18:13Z
356,Arroz Sabrosón 1 Kg,4400,2024-02-23T23:15:52Z
357,Galleta Saltinas Original 530 G X5 Unds Oferta,7650,2024-02-23T23:15:23Z
358,Sopa Instantánea Ajinomen Fideo Pollo 80 G,2900,2024-02-23T23:18:13Z
359,Pasta Monticello Penne Rigate 500 G,8190,2024-02-23T23:18:13Z
360,Frijol Olimpica Carahota 500 G,3280,2024-02-23T22:54:40Z
361,Aceite Diana Mezcla Vegetal Vitamina A/D 900 ML,11550,2024-02-23T22:57:38Z
362,Arroz Roa 3 Kg,13350,2024-02-23T22:57:38Z
363,"Azúcar Riopaila Blanca 2,5 Kg",11250,2024-02-23T22:57:39Z
364,Frijol Olimpica Palomito 500 G,3840,2024-02-23T22:55:04Z
365,Aceite Medalla Oro Mezcla Vegetales 3 L.,25980,2024-02-23T22:57:38Z
366,Huevos AA Nápoles Rojos X30 Unds,24000,2024-02-23T22:54:55Z
367,Huevos A Olimpica Rojos X30 Unds,19500,2024-02-23T22:55:53Z
368,Pasta Fettuccine Monticello 500 G,7750,2024-02-23T22:53:53Z
369,Huevos Santa Reyes Gallina Feliz X18 Unds,18900,2024-02-23T22:55:53Z
370,Galleta Colombina Leche 216 G,5350,2024-02-23T22:55:12Z
371,Arroz Olimpica Excelso Bulto 23 Kg,88550,2024-02-23T22:53:59Z
372,Frijol Olimpica Carahota 500 G,3280,2024-02-23T22:54:40Z
373,Aceite Diana Mezcla Vegetal Vitamina A/D 900 ML,11550,2024-02-23T22:57:38Z
374,Arroz Roa 3 Kg,13350,2024-02-23T22:57:38Z
375,"Azúcar Riopaila Blanca 2,5 Kg",11250,2024-02-23T22:57:39Z
376,Frijol Olimpica Palomito 500 G,3840,2024-02-23T22:55:04Z
377,Aceite Medalla Oro Mezcla Vegetales 3 L.,25980,2024-02-23T22:57:38Z
378,Huevos AA Nápoles Rojos X30 Unds,24000,2024-02-23T22:54:55Z
379,Huevos A Olimpica Rojos X30 Unds,19500,2024-02-23T22:55:53Z
380,Pasta Fettuccine Monticello 500 G,7750,2024-02-23T22:53:53Z
381,Huevos Santa Reyes Gallina Feliz X18 Unds,18900,2024-02-23T22:55:53Z
382,Galleta Colombina Leche 216 G,5350,2024-02-23T22:55:12Z
383,Arroz Olimpica Excelso Bulto 23 Kg,88550,2024-02-23T22:53:59Z
384,Salsa Fruco Mostaza Doypack 200 G,7750,2024-02-23T23:02:18Z
385,"Leche Klim Bolsa Instantáneo Fortificada 1,2 Kg",55300,2024-02-23T23:04:30Z
386,Atún Zenú Lomo en Aceite Oliva 80 G X3 Unds,16250,2024-02-23T23:06:28Z
387,Galleta Tosh Tipo Sandwich Vainilla 144 G,8300,2024-02-23T23:02:07Z
388,"Arroz Mi Arroz Paca Económica 11,35 Kg X25 Unds",41750,2024-02-23T23:06:28Z
389,Panela Olimpica Pastilla 960 G X16 Unds,5700,2024-02-23T23:04:38Z
390,Huevos AAA Santa Reyes Gallina Feliz Rojos X32 Unds,32000,2024-02-23T23:01:33Z
391,Galleta Tosh Light Chocolate 144 G,8300,2024-02-23T23:02:07Z
392,Duraznos La Coruña En Mitades 820 G,16910,2024-02-23T23:06:28Z
393,Galleta Festival Vainilla 403 G,8150,2024-02-23T23:03:10Z
394,Maíz San Jorge Tierno 190 G X2 Unds,12850,2024-02-23T23:06:04Z
395,Huevos AAA Nápoles Rojos X12 Unds,10700,2024-02-23T23:06:10Z
396,Salsa Fruco Mostaza Doypack 200 G,7750,2024-02-23T23:02:18Z
397,"Leche Klim Bolsa Instantáneo Fortificada 1,2 Kg",55300,2024-02-23T23:04:30Z
398,Atún Zenú Lomo en Aceite Oliva 80 G X3 Unds,16250,2024-02-23T23:06:28Z
399,Galleta Tosh Tipo Sandwich Vainilla 144 G,8300,2024-02-23T23:02:07Z
400,"Arroz Mi Arroz Paca Económica 11,35 Kg X25 Unds",41750,2024-02-23T23:06:28Z
401,Panela Olimpica Pastilla 960 G X16 Unds,5700,2024-02-23T23:04:38Z
402,Huevos AAA Santa Reyes Gallina Feliz Rojos X32 Unds,32000,2024-02-23T23:01:33Z
403,Galleta Tosh Light Chocolate 144 G,8300,2024-02-23T23:02:07Z
404,Duraznos La Coruña En Mitades 820 G,16910,2024-02-23T23:06:28Z
405,Galleta Festival Vainilla 403 G,8150,2024-02-23T23:03:10Z
406,Maíz San Jorge Tierno 190 G X2 Unds,12850,2024-02-23T23:06:04Z
407,Huevos AAA Nápoles Rojos X12 Unds,10700,2024-02-23T23:06:10Z
408,Aceite de Oliva D Aguirre Extra Virgen 1 Lt,36000,2024-02-23T23:16:34Z
409,Arroz Diana 10 Kg,52400,2024-02-23T23:16:04Z
410,Aceite Diana Mezcla Vegetales Vit A-D 3000 ML,47700,2024-02-23T23:18:33Z
411,Cereal Kellogg&apos;s Corn Flake 500 G,16990,2024-02-23T23:15:35Z
412,Arroz Flor Huila 3 Kg,13350,2024-02-23T23:15:49Z
413,Huevos AA Santa Reyes Rojos X12 Unds,9950,2024-02-23T23:15:57Z
414,Galleta Cocosette Wafer 50 G X8 Unds,13600,2024-02-23T23:13:36Z
415,Salsa BBQ La Constancia 400 G,8250,2024-02-23T23:16:04Z
416,Aceite De Girasol Lágrimas Del Sol 900 ML,14990,2024-02-23T23:14:46Z
417,"Azúcar Riopaila Morena 2,5 Kg",11800,2024-02-23T23:17:40Z
418,Leche en Polvo El Rodeo con Hierro 750 G,25850,2024-02-23T23:18:33Z
419,Salsa de Tomate La Constancia 1000 G,12900,2024-02-23T23:18:33Z
420,Aceite de Oliva D Aguirre Extra Virgen 1 Lt,36000,2024-02-23T23:16:34Z
421,Arroz Diana 10 Kg,52400,2024-02-23T23:16:04Z
422,Aceite Diana Mezcla Vegetales Vit A-D 3000 ML,47700,2024-02-23T23:18:33Z
423,Cereal Kellogg&apos;s Corn Flake 500 G,16990,2024-02-23T23:15:35Z
424,Arroz Flor Huila 3 Kg,13350,2024-02-23T23:15:49Z
425,Huevos AA Santa Reyes Rojos X12 Unds,9950,2024-02-23T23:15:57Z
426,Galleta Cocosette Wafer 50 G X8 Unds,13600,2024-02-23T23:13:36Z
427,Salsa BBQ La Constancia 400 G,8250,2024-02-23T23:16:04Z
428,Aceite De Girasol Lágrimas Del Sol 900 ML,14990,2024-02-23T23:14:46Z
429,"Azúcar Riopaila Morena 2,5 Kg",11800,2024-02-23T23:17:40Z
430,Leche en Polvo El Rodeo con Hierro 750 G,25850,2024-02-23T23:18:33Z
431,Salsa de Tomate La Constancia 1000 G,12900,2024-02-23T23:18:33Z
432,Arroz Blanquita 10 Kg,44650,2024-02-23T23:16:05Z
433,Leche Condensada La Lechera® Lata 395 G,12590,2024-02-23T23:14:07Z
434,Miel de Abeja La Abeja Dorada 350 G,10990,2024-02-23T23:15:53Z
435,Maíz Dulce Zenú Tierno 241 G,6990,2024-02-23T23:16:26Z
436,Arroz Flor Huila 5 Kg,22250,2024-02-23T23:15:50Z
437,Panela Redonda 1 Kg X8 Unds,5900,2024-02-23T23:17:44Z
438,Sardina Van Camps en Salsa de Tomate 225 G,6350,2024-02-23T23:14:53Z
439,Salsa de Tomate Olimpica Doypack 1000 G,8990,2024-02-23T23:18:27Z
440,Crema De Leche Nestlé® Lata 295 G,11700,2024-02-23T23:18:39Z
441,Huevos B Oros Amarrado X30 Unds,17950,2024-02-23T23:16:32Z
442,Arroz Tailandés Integral 1 Kg,6550,2024-02-23T23:18:39Z
443,Crema De Leche Nestlé® Bolsa 186 G,6750,2024-02-23T23:18:39Z
444,Arroz Blanquita 10 Kg,44650,2024-02-23T23:16:05Z
445,Leche Condensada La Lechera® Lata 395 G,12590,2024-02-23T23:14:07Z
446,Miel de Abeja La Abeja Dorada 350 G,10990,2024-02-23T23:15:53Z
447,Maíz Dulce Zenú Tierno 241 G,6990,2024-02-23T23:16:26Z
448,Arroz Flor Huila 5 Kg,22250,2024-02-23T23:15:50Z
449,Panela Redonda 1 Kg X8 Unds,5900,2024-02-23T23:17:44Z
450,Sardina Van Camps en Salsa de Tomate 225 G,6350,2024-02-23T23:14:53Z
451,Salsa de Tomate Olimpica Doypack 1000 G,8990,2024-02-23T23:18:27Z
452,Crema De Leche Nestlé® Lata 295 G,11700,2024-02-23T23:18:39Z
453,Huevos B Oros Amarrado X30 Unds,17950,2024-02-23T23:16:32Z
454,Arroz Tailandés Integral 1 Kg,6550,2024-02-23T23:18:39Z
455,Crema De Leche Nestlé® Bolsa 186 G,6750,2024-02-23T23:18:39Z
456,Pasta Barilla #5 500 G,12650,2024-02-23T23:18:45Z
457,Panela El Trébol 1000 G X2 Unds,5590,2024-02-23T23:18:47Z
458,Avena Don Pacho en Hojuelas 1 Kg + Gratis 200 G,12150,2024-02-23T23:18:47Z
459,Arroz Roa 5 Kg,22250,2024-02-23T23:16:10Z
460,Caldo Gallina Maggi 264 G X24 Unds,12020,2024-02-23T23:16:13Z
461,Endulzante Incauca Zero Calorías Doypack 454 G,18165,2024-02-23T23:16:32Z
462,Garbanzo Olimpica 1 Kg,7700,2024-02-23T23:18:47Z
463,Aceite De Oliva D&apos; Aguirre Extra Virgen 500 ML,19990,2024-02-23T23:18:39Z
464,Arroz Diana Premium 4 Kg,26800,2024-02-23T23:18:47Z
465,Leche Condensada La Lechera® Bolsa 320 G,9070,2024-02-23T23:18:45Z
466,Galleta Saltín Noel Queso Mantequilla Taco 450 G X4 Unds,7900,2024-02-23T23:16:26Z
467,Azúcar La Económica 1 Kg,4600,2024-02-23T23:18:04Z
468,Pasta Barilla #5 500 G,12650,2024-02-23T23:18:45Z
469,Panela El Trébol 1000 G X2 Unds,5590,2024-02-23T23:18:47Z
470,Avena Don Pacho en Hojuelas 1 Kg + Gratis 200 G,12150,2024-02-23T23:18:47Z
471,Arroz Roa 5 Kg,22250,2024-02-23T23:16:10Z
472,Caldo Gallina Maggi 264 G X24 Unds,12020,2024-02-23T23:16:13Z
473,Endulzante Incauca Zero Calorías Doypack 454 G,18165,2024-02-23T23:16:32Z
474,Garbanzo Olimpica 1 Kg,7700,2024-02-23T23:18:47Z
475,Aceite De Oliva D&apos; Aguirre Extra Virgen 500 ML,19990,2024-02-23T23:18:39Z
476,Arroz Diana Premium 4 Kg,26800,2024-02-23T23:18:47Z
477,Leche Condensada La Lechera® Bolsa 320 G,9070,2024-02-23T23:18:45Z
478,Galleta Saltín Noel Queso Mantequilla Taco 450 G X4 Unds,7900,2024-02-23T23:16:26Z
479,Azúcar La Económica 1 Kg,4600,2024-02-23T23:18:04Z
480,Galleta Ritz Queso 204 G,7600,2024-02-23T23:00:13Z
481,Maizena La Original 380 G,15500,2024-02-23T23:05:59Z
482,Sardina Van Camps en Salsa de Tomate 425 G,10050,2024-02-23T23:06:45Z
483,Pasta Doria Lasaña Precocida 400 G,9990,2024-02-23T23:03:37Z
484,Huevos AA Santa Anita Rojos X24 Unds,16800,2024-02-23T23:03:15Z
485,Arroz Tailandés 1 Kg,6200,2024-02-23T23:06:45Z
486,Salsa Fruco Mayonesa Doypack 1000 G,19250,2024-02-23T23:03:18Z
487,Miel de Abeja Olimpica 350 G,8990,2024-02-23T23:03:50Z
488,Ciruela Pasa La Coruña sin Semilla 200 G,12320,2024-02-23T23:06:14Z
489,Galleta Festival Sabores Surtidos 50 G X12 Unds,12300,2024-02-23T23:06:45Z
490,Té Hindú Frutos Rojos 20 G,13050,2024-02-23T23:06:45Z
491,Arroz Roa 10 Kg,45000,2024-02-23T23:06:45Z
492,Galleta Ritz Queso 204 G,7600,2024-02-23T23:00:13Z
493,Maizena La Original 380 G,15500,2024-02-23T23:05:59Z
494,Sardina Van Camps en Salsa de Tomate 425 G,10050,2024-02-23T23:06:45Z
495,Pasta Doria Lasaña Precocida 400 G,9990,2024-02-23T23:03:37Z
496,Huevos AA Santa Anita Rojos X24 Unds,16800,2024-02-23T23:03:15Z
497,Arroz Tailandés 1 Kg,6200,2024-02-23T23:06:45Z
498,Salsa Fruco Mayonesa Doypack 1000 G,19250,2024-02-23T23:03:18Z
499,Miel de Abeja Olimpica 350 G,8990,2024-02-23T23:03:50Z
500,Ciruela Pasa La Coruña sin Semilla 200 G,12320,2024-02-23T23:06:14Z
501,Galleta Festival Sabores Surtidos 50 G X12 Unds,12300,2024-02-23T23:06:45Z
502,Té Hindú Frutos Rojos 20 G,13050,2024-02-23T23:06:45Z
503,Arroz Roa 10 Kg,45000,2024-02-23T23:06:45Z
504,Leche en Polvo Miramonte Entera 900 G,23600,2024-02-23T21:52:34Z
505,Frijol Olimpica Cargamanto Blanco 500 G,7780,2024-02-23T21:56:27Z
506,Galleta Tosh Bran Miel 270 G,7980,2024-02-23T21:56:27Z
507,Cereal Tosh Barra Yogurt Proteína 27 G X 6 Unds,10300,2024-02-23T21:56:27Z
508,Salsa Monticello Napolitana 400 G,13200,2024-02-23T21:56:27Z
509,Arroz Tailandés 500 G,3220,2024-02-23T21:54:40Z
510,Salsa La Constancia Mayonesa 1000 G,17850,2024-02-23T21:56:27Z
511,Salsa Fruco Mayonesa Doypack 600 G,14230,2024-02-23T21:56:27Z
512,Endulzante Splenda 50 G X50 Unds,11375,2024-02-23T21:52:42Z
513,Arroz Doñapepa 151 3 Kg,18750,2024-02-23T21:56:27Z
514,Piñas La Coruña En Rodajas 565 G,12100,2024-02-23T21:56:27Z
515,Huevos AA Olimpica Rojos X30 Unds,17950,2024-02-23T21:56:27Z
516,Leche en Polvo Miramonte Entera 900 G,23600,2024-02-23T21:52:34Z
517,Frijol Olimpica Cargamanto Blanco 500 G,7780,2024-02-23T21:56:27Z
518,Galleta Tosh Bran Miel 270 G,7980,2024-02-23T21:56:27Z
519,Cereal Tosh Barra Yogurt Proteína 27 G X 6 Unds,10300,2024-02-23T21:56:27Z
520,Salsa Monticello Napolitana 400 G,13200,2024-02-23T21:56:27Z
521,Arroz Tailandés 500 G,3220,2024-02-23T21:54:40Z
522,Salsa La Constancia Mayonesa 1000 G,17850,2024-02-23T21:56:27Z
523,Salsa Fruco Mayonesa Doypack 600 G,14230,2024-02-23T21:56:27Z
524,Endulzante Splenda 50 G X50 Unds,11375,2024-02-23T21:52:42Z
525,Arroz Doñapepa 151 3 Kg,18750,2024-02-23T21:56:27Z
526,Piñas La Coruña En Rodajas 565 G,12100,2024-02-23T21:56:27Z
527,Huevos AA Olimpica Rojos X30 Unds,17950,2024-02-23T21:56:27Z
528,Avena Molida Quaker Vainilla 300 G,8650,2024-02-23T23:14:12Z
529,Arroz Sabrosón Mini Bulto 10 Kg,46230,2024-02-23T23:19:07Z
530,Azúcar Incauca Blanca Extrafina Tubipack 1 Kg X200 Unds,6550,2024-02-23T23:14:56Z
531,Cereal Kellogg&apos;s Musli Cosecha Frutos Rojos 480 G,26700,2024-02-23T23:18:18Z
532,Endulzante Splenda 200 G X200 Unds,31395,2024-02-23T23:18:02Z
533,Galleta Noel Sultana 440 G,9200,2024-02-23T23:18:22Z
534,Huevos AAA Santa Anita Amarrado Blancos X30 Unds,19350,2024-02-23T23:16:25Z
535,Aceite de Mezcla Vegetal La Muñeca 2 Lt,24150,2024-02-23T23:19:07Z
536,Huevos AA Acondesa Rojos X45 Unds,29800,2024-02-23T23:16:32Z
537,Cereal Kellogg&apos;s Choco Krispis Chips 370 G,16500,2024-02-23T23:18:26Z
538,Arroz Flor Huila 10 Kg,44500,2024-02-23T23:15:51Z
539,Miel Syrup Aunt Jemina Original 355 ML,20950,2024-02-23T23:19:07Z
540,Avena Molida Quaker Vainilla 300 G,8650,2024-02-23T23:14:12Z
541,Arroz Sabrosón Mini Bulto 10 Kg,46230,2024-02-23T23:19:07Z
542,Azúcar Incauca Blanca Extrafina Tubipack 1 Kg X200 Unds,6550,2024-02-23T23:14:56Z
543,Cereal Kellogg&apos;s Musli Cosecha Frutos Rojos 480 G,26700,2024-02-23T23:18:18Z
544,Endulzante Splenda 200 G X200 Unds,31395,2024-02-23T23:18:02Z
545,Galleta Noel Sultana 440 G,9200,2024-02-23T23:18:22Z
546,Huevos AAA Santa Anita Amarrado Blancos X30 Unds,19350,2024-02-23T23:16:25Z
547,Aceite de Mezcla Vegetal La Muñeca 2 Lt,24150,2024-02-23T23:19:07Z
548,Huevos AA Acondesa Rojos X45 Unds,29800,2024-02-23T23:16:32Z
549,Cereal Kellogg&apos;s Choco Krispis Chips 370 G,16500,2024-02-23T23:18:26Z
550,Arroz Flor Huila 10 Kg,44500,2024-02-23T23:15:51Z
551,Miel Syrup Aunt Jemina Original 355 ML,20950,2024-02-23T23:19:07Z
552,Frijoles Zenú Antioqueño 580 G,11900,2024-02-23T22:58:36Z
553,Salsa La Coruña Soya 1000 G,10800,2024-02-23T22:58:36Z
554,Almendra Americana Al&apos;fresco 250 G,18250,2024-02-23T22:58:36Z
555,Granola Tosh Cereal Almendra 500 G,21750,2024-02-23T22:58:36Z
556,Piñas La Coruña En Trocitos 565 G,12100,2024-02-23T22:58:36Z
557,Frijol Olimpica Nima 1 Kg,12700,2024-02-23T22:54:09Z
558,Frijol Olimpica Rosado Riego Zaragoza 1 Kg,8690,2024-02-23T22:58:36Z
559,Endulzante Splenda 100 G,21350,2024-02-23T22:54:55Z
560,Huevos AA Jumbo Rojos X45 Unds,29900,2024-02-23T22:56:04Z
561,Granola Tosh Chocolate 300 G,15000,2024-02-23T22:58:36Z
562,Salsa Monticello Pesto Alla Genovese 190 G,16400,2024-02-23T22:58:36Z
563,Huevos A Oros Nutriavicola X30 Unds,19050,2024-02-23T22:56:04Z
564,Frijoles Zenú Antioqueño 580 G,11900,2024-02-23T22:58:36Z
565,Salsa La Coruña Soya 1000 G,10800,2024-02-23T22:58:36Z
566,Almendra Americana Al&apos;fresco 250 G,18250,2024-02-23T22:58:36Z
567,Granola Tosh Cereal Almendra 500 G,21750,2024-02-23T22:58:36Z
568,Piñas La Coruña En Trocitos 565 G,12100,2024-02-23T22:58:36Z
569,Frijol Olimpica Nima 1 Kg,12700,2024-02-23T22:54:09Z
570,Frijol Olimpica Rosado Riego Zaragoza 1 Kg,8690,2024-02-23T22:58:36Z
571,Endulzante Splenda 100 G,21350,2024-02-23T22:54:55Z
572,Huevos AA Jumbo Rojos X45 Unds,29900,2024-02-23T22:56:04Z
573,Granola Tosh Chocolate 300 G,15000,2024-02-23T22:58:36Z
574,Salsa Monticello Pesto Alla Genovese 190 G,16400,2024-02-23T22:58:36Z
575,Huevos A Oros Nutriavicola X30 Unds,19050,2024-02-23T22:56:04Z
576,"Azúcar Providencia Blanca 2,5 Kg",12380,2024-02-23T23:15:47Z
577,Ciruela Pasa El Nogal sin Semilla 400 G,27950,2024-02-23T23:17:59Z
578,Arroz Doñapepa 153 5 Kg,31250,2024-02-23T23:19:18Z
579,Huevos AA Santa Anita Amarrado Blancos X30 Unds,18550,2024-02-23T23:16:32Z
580,Arroz Mi Arroz Mini Bulto 10 Kg,42520,2024-02-23T23:19:09Z
581,Miel De Abeja La Abeja Dorada 1000 G,28950,2024-02-23T23:19:20Z
582,Huevos AA Kosher Rojos X30 Unds,26950,2024-02-23T23:16:13Z
583,Arroz Diana 5 Kg,23250,2024-02-23T23:16:10Z
584,Huevos B Santa Anita Amarrado Rojos X30 Unds,14950,2024-02-23T23:16:32Z
585,Huevos AA Santa Anita Rojos Amarrado X30 Unds,16800,2024-02-23T23:16:32Z
586,AZUCAR MANUELITA POLIET 500 g,2350,2024-02-23T23:19:21Z
587,Granola Tosh Artesanal Semillas Chia 300 G,9750,2024-02-23T23:19:20Z
588,"Azúcar Providencia Blanca 2,5 Kg",12380,2024-02-23T23:15:47Z
589,Ciruela Pasa El Nogal sin Semilla 400 G,27950,2024-02-23T23:17:59Z
590,Arroz Doñapepa 153 5 Kg,31250,2024-02-23T23:19:18Z
591,Huevos AA Santa Anita Amarrado Blancos X30 Unds,18550,2024-02-23T23:16:32Z
592,Arroz Mi Arroz Mini Bulto 10 Kg,42520,2024-02-23T23:19:09Z
593,Miel De Abeja La Abeja Dorada 1000 G,28950,2024-02-23T23:19:20Z
594,Huevos AA Kosher Rojos X30 Unds,26950,2024-02-23T23:16:13Z
595,Arroz Diana 5 Kg,23250,2024-02-23T23:16:10Z
596,Huevos B Santa Anita Amarrado Rojos X30 Unds,14950,2024-02-23T23:16:32Z
597,Huevos AA Santa Anita Rojos Amarrado X30 Unds,16800,2024-02-23T23:16:32Z
598,AZUCAR MANUELITA POLIET 500 g,2350,2024-02-23T23:19:21Z
599,Granola Tosh Artesanal Semillas Chia 300 G,9750,2024-02-23T23:19:20Z
600,Caldo Gallina Maggi Tarro 528 G X48 Unds,21600,2024-02-23T22:58:50Z
601,Pasta Doria Cabello de Ángel 250 G,2000,2024-02-23T22:58:50Z
602,Huevos A Anaquel Rojos X30 Unds,17500,2024-02-23T22:58:50Z
603,"Galleta Tosh Yogurt y Fresas 148,8 G X6 Unds",8300,2024-02-23T22:57:05Z
604,Avena Don Pancho en Hojuelas 600 G Extra Contenido,6400,2024-02-23T22:58:50Z
605,Garbanzo La Coruña 600 G,7060,2024-02-23T22:58:50Z
606,Cereal Fitness Frutas 540 G,29200,2024-02-23T22:58:50Z
607,Claras De Huevo Santa Reyes Pasteurizadas 1 Lt X 30 Unds,28500,2024-02-23T22:58:50Z
608,Panela La Grancolombia 2 Kg,8950,2024-02-23T22:55:01Z
609,GALLETA COLOMBINA BSA FELIZ NAV 200g,4550,2024-02-23T22:58:50Z
610,Arroz Chicamocha 10 Kg,41500,2024-02-23T22:58:50Z
611,Salsa De Soya Kikkoman Menos Sodio 296 Ml,20400,2024-02-23T22:58:50Z
612,Caldo Gallina Maggi Tarro 528 G X48 Unds,21600,2024-02-23T22:58:50Z
613,Pasta Doria Cabello de Ángel 250 G,2000,2024-02-23T22:58:50Z
614,Huevos A Anaquel Rojos X30 Unds,17500,2024-02-23T22:58:50Z
615,"Galleta Tosh Yogurt y Fresas 148,8 G X6 Unds",8300,2024-02-23T22:57:05Z
616,Avena Don Pancho en Hojuelas 600 G Extra Contenido,6400,2024-02-23T22:58:50Z
617,Garbanzo La Coruña 600 G,7060,2024-02-23T22:58:50Z
618,Cereal Fitness Frutas 540 G,29200,2024-02-23T22:58:50Z
619,Claras De Huevo Santa Reyes Pasteurizadas 1 Lt X 30 Unds,28500,2024-02-23T22:58:50Z
620,Panela La Grancolombia 2 Kg,8950,2024-02-23T22:55:01Z
621,GALLETA COLOMBINA BSA FELIZ NAV 200g,4550,2024-02-23T22:58:50Z
622,Arroz Chicamocha 10 Kg,41500,2024-02-23T22:58:50Z
623,Salsa De Soya Kikkoman Menos Sodio 296 Ml,20400,2024-02-23T22:58:50Z
624,Cereal Kellogg&apos;s Choco Krispis 630 G,24500,2024-02-23T23:07:35Z
625,Aceite Medalla Oro Mezcla 3 Lts,30990,2024-02-23T23:07:35Z
626,Huevos AA Oros Nutriavicola Amarrado X30 Unds,19790,2024-02-23T23:04:04Z
627,Arroz Flor Huila Integral 1 Kg,6500,2024-02-23T23:07:35Z
628,Arroz Medalla De Oro 500 G,2010,2024-02-23T23:04:27Z
629,Azúcar Riopaila Stickpack 975 G,6350,2024-02-23T23:02:40Z
630,Caldo Ricostilla Desmenuzado 108 G 12X10 Unds Oferta,4650,2024-02-23T23:05:48Z
631,Huevos AA Oros Nutriavicola Rojos X30 Unds,25290,2024-02-23T23:07:35Z
632,Galleta Saltinas Mantequilla 570 G Oferta,9550,2024-02-23T23:07:35Z
633,Atún Medalla de Oro Rallado en Aceite 170 G,3190,2024-02-23T23:07:35Z
634,Palmitos Corpocampo Entero En Conserva Orgánicos 330 G,13590,2024-02-23T23:06:19Z
635,Arroz Olimpica Rojo Mini Bulto 10 Kg,35900,2024-02-23T23:04:14Z
636,Cereal Kellogg&apos;s Choco Krispis 630 G,24500,2024-02-23T23:07:35Z
637,Aceite Medalla Oro Mezcla 3 Lts,30990,2024-02-23T23:07:35Z
638,Huevos AA Oros Nutriavicola Amarrado X30 Unds,19790,2024-02-23T23:04:04Z
639,Arroz Flor Huila Integral 1 Kg,6500,2024-02-23T23:07:35Z
640,Arroz Medalla De Oro 500 G,2010,2024-02-23T23:04:27Z
641,Azúcar Riopaila Stickpack 975 G,6350,2024-02-23T23:02:40Z
642,Caldo Ricostilla Desmenuzado 108 G 12X10 Unds Oferta,4650,2024-02-23T23:05:48Z
643,Huevos AA Oros Nutriavicola Rojos X30 Unds,25290,2024-02-23T23:07:35Z
644,Galleta Saltinas Mantequilla 570 G Oferta,9550,2024-02-23T23:07:35Z
645,Atún Medalla de Oro Rallado en Aceite 170 G,3190,2024-02-23T23:07:35Z
646,Palmitos Corpocampo Entero En Conserva Orgánicos 330 G,13590,2024-02-23T23:06:19Z
647,Arroz Olimpica Rojo Mini Bulto 10 Kg,35900,2024-02-23T23:04:14Z
648,Salsa La Constancia con Mostaza 200 G,5500,2024-02-23T23:07:16Z
649,Te Hindú Descanso Natural 20 G X20 Unds,9800,2024-02-23T23:07:42Z
650,Galleta Tosh Waffer Multicereal Cacao 180 G,9400,2024-02-23T23:05:49Z
651,Galleta Saltín Noel Integral Doble Fibra 216 G X9 Unds,4900,2024-02-23T23:07:42Z
652,Caldo Costilla Ricostilla 126 G,5650,2024-02-23T23:07:42Z
653,Trigo Al&apos;fresco Americano #1 Importado 500 G,11600,2024-02-23T23:07:42Z
654,Sal Refisal Marina 800 G,5200,2024-02-23T23:05:53Z
655,Crema De Leche Alpina Semientera 200 ML,4900,2024-02-23T23:07:42Z
656,Té Verde Hindú Sabores Surtido 65 G X50 Unds,25400,2024-02-23T23:02:48Z
657,Salsa Fruco Mayonesa Artesanal 440 G,21450,2024-02-23T23:07:42Z
658,Panela Olimpica Cuadrada 225 G,1150,2024-02-23T23:06:03Z
